IDech,typeVeg,rep,height,embase,cal_val,localisation
59,caluna,h6,NA,NA,cal,lab
59,caluna,h7,NA,NA,cal,lab
59,caluna,h8,NA,NA,cal,lab
59,caluna,h9,NA,NA,cal,lab
59,caluna,h10,NA,NA,cal,lab
59,caluna,h11,NA,NA,cal,lab
59,caluna,h12,NA,NA,cal,lab
60,caluna,h1,46,NA,cal,lab
60,caluna,h2,60,NA,cal,lab
60,caluna,h3,44,NA,cal,lab
60,caluna,h4,51,NA,cal,lab
60,caluna,h5,NA,NA,cal,lab
60,caluna,h6,NA,NA,cal,lab
60,caluna,h7,NA,NA,cal,lab
60,caluna,h8,NA,NA,cal,lab
60,caluna,h9,NA,NA,cal,lab
60,caluna,h10,NA,NA,cal,lab
60,caluna,h11,NA,NA,cal,lab
60,caluna,h12,NA,NA,cal,lab
61,caluna,h1,33,NA,cal,lab
61,caluna,h2,55,NA,cal,lab
61,caluna,h3,41,NA,cal,lab
61,caluna,h4,46,NA,cal,lab
61,caluna,h5,55,NA,cal,lab
61,caluna,h6,38,NA,cal,lab
61,caluna,h7,35,NA,cal,lab
61,caluna,h8,50,NA,cal,lab
61,caluna,h9,41,NA,cal,lab
61,caluna,h10,40,NA,cal,lab
61,caluna,h11,NA,NA,cal,lab
61,caluna,h12,NA,NA,cal,lab
62,caluna,h1,26,NA,cal,lab
62,caluna,h2,36,NA,cal,lab
62,caluna,h3,37,NA,cal,lab
62,caluna,h4,21,NA,cal,lab
62,caluna,h5,30,NA,cal,lab
62,caluna,h6,32,NA,cal,lab
62,caluna,h7,28,NA,cal,lab
62,caluna,h8,60,NA,cal,lab
62,caluna,h9,36,NA,cal,lab
62,caluna,h10,31,NA,cal,lab
62,caluna,h11,NA,NA,cal,lab
62,caluna,h12,NA,NA,cal,lab
1,erica,h1,39,NA,cal,field
1,erica,h2,53,NA,cal,field
1,erica,h3,59,NA,cal,field
2,caluna,h1,66,NA,cal,field
2,caluna,h2,73,NA,cal,field
2,caluna,h3,77,NA,cal,field
3,erica,h1,51,NA,cal,field
3,erica,h2,58,NA,cal,field
3,erica,h3,61,NA,cal,field
4,erica,h1,35,NA,cal,field
4,erica,h2,37,NA,cal,field
4,erica,h3,42,NA,cal,field
5,erica,h1,24,NA,cal,field
5,erica,h2,18,NA,cal,field
5,erica,h3,32,NA,cal,field
6,erica,h1,33,NA,cal,field
6,erica,h2,19,NA,cal,field
6,erica,h3,34,NA,cal,field
7,erica,h1,42,NA,cal,field
7,erica,h2,26,NA,cal,field
7,erica,h3,33,NA,cal,field
8,erica,h1,32,NA,cal,field
8,erica,h2,38,NA,cal,field
8,erica,h3,42,NA,cal,field
9,erica,h1,26,NA,cal,field
9,erica,h2,30,NA,cal,field
9,erica,h3,40,NA,cal,field
10,erica,h1,7,NA,cal,field
10,erica,h2,11,NA,cal,field
10,erica,h3,15,NA,cal,field
11,erica,h1,18,NA,cal,field
11,erica,h2,26,NA,cal,field
11,erica,h3,30,NA,cal,field
12,caluna,h1,45,NA,cal,field
12,caluna,h2,60,NA,cal,field
12,caluna,h3,75,NA,cal,field
13,erica,h1,55,NA,cal,field
13,erica,h2,58,NA,cal,field
13,erica,h3,60,NA,cal,field
14,erica,h1,12,NA,cal,field
14,erica,h2,22,NA,cal,field
14,erica,h3,27,NA,cal,field
15,erica,h1,14,NA,cal,field
15,erica,h2,15,NA,cal,field
15,erica,h3,16,NA,cal,field
16,erica,h1,16,NA,cal,field
16,erica,h2,18,NA,cal,field
16,erica,h3,21,NA,cal,field
17,erica,h1,23,NA,cal,field
17,erica,h2,25,NA,cal,field
17,erica,h3,40,NA,cal,field
18,erica,h1,21,NA,cal,field
18,erica,h2,30,NA,cal,field
18,erica,h3,36,NA,cal,field
19,erica,h1,29,NA,cal,field
19,erica,h2,36,NA,cal,field
19,erica,h3,41,NA,cal,field
20,erica,h1,26,NA,cal,field
20,erica,h2,30,NA,cal,field
20,erica,h3,32,NA,cal,field
21,erica,h1,18,NA,cal,field
21,erica,h2,26,NA,cal,field
21,erica,h3,30,NA,cal,field
22,erica,h1,24,NA,cal,field
22,erica,h2,30,NA,cal,field
22,erica,h3,38,NA,cal,field
23,erica,h1,22,NA,cal,field
23,erica,h2,33,NA,cal,field
23,erica,h3,37,NA,cal,field
24,erica,h1,20,NA,cal,field
24,erica,h2,27,NA,cal,field
24,erica,h3,31,NA,cal,field
25,erica,h1,33,NA,cal,field
25,erica,h2,37,NA,cal,field
25,erica,h3,48,NA,cal,field
26,erica,h1,19,NA,cal,field
26,erica,h2,23,NA,cal,field
26,erica,h3,29,NA,cal,field
27,erica,h1,49,NA,cal,field
27,erica,h2,56,NA,cal,field
27,erica,h3,60,NA,cal,field
28,erica,h1,45,NA,cal,field
28,erica,h2,49,NA,cal,field
28,erica,h3,55,NA,cal,field
29,erica,h1,31,NA,cal,field
29,erica,h2,38,NA,cal,field
29,erica,h3,40,NA,cal,field
30,erica,h1,30,NA,cal,field
30,erica,h2,34,NA,cal,field
30,erica,h3,44,NA,cal,field
31,erica,h1,27,NA,cal,field
31,erica,h2,33,NA,cal,field
31,erica,h3,43,NA,cal,field
32,erica,h1,26,NA,cal,field
32,erica,h2,32,NA,cal,field
32,erica,h3,34,NA,cal,field
33,caluna,h1,50,NA,cal,field
33,caluna,h2,63,NA,cal,field
33,caluna,h3,61,NA,cal,field
34,caluna,h1,75,NA,cal,field
34,caluna,h2,77,NA,cal,field
34,caluna,h3,80,NA,cal,field
35,caluna,h1,53,NA,cal,field
35,caluna,h2,58,NA,cal,field
35,caluna,h3,68,NA,cal,field
36,caluna,h1,51,NA,cal,field
36,caluna,h2,59,NA,cal,field
36,caluna,h3,64,NA,cal,field
37,caluna,h1,36,NA,cal,field
37,caluna,h2,42,NA,cal,field
37,caluna,h3,47,NA,cal,field
38,caluna,h1,60,NA,cal,field
38,caluna,h2,72,NA,cal,field
38,caluna,h3,85,NA,cal,field
39,caluna,h1,53,NA,cal,field
39,caluna,h2,66,NA,cal,field
39,caluna,h3,76,NA,cal,field
40,caluna,h1,62,NA,cal,field
40,caluna,h2,69,NA,cal,field
40,caluna,h3,78,NA,cal,field
41,caluna,h1,81,NA,cal,field
41,caluna,h2,93,NA,cal,field
41,caluna,h3,113,NA,cal,field
42,caluna,h1,41,NA,cal,field
42,caluna,h2,48,NA,cal,field
42,caluna,h3,54,NA,cal,field
43,caluna,h1,47,NA,cal,field
43,caluna,h2,56,NA,cal,field
43,caluna,h3,64,NA,cal,field
45,caluna,h1,62,NA,cal,field
45,caluna,h2,68,NA,cal,field
45,caluna,h3,78,NA,cal,field
46,caluna,h1,43,NA,cal,field
46,caluna,h2,62,NA,cal,field
46,caluna,h3,73,NA,cal,field
47,caluna,h1,54,NA,cal,field
47,caluna,h2,58,NA,cal,field
47,caluna,h3,67,NA,cal,field
48,caluna,h1,70,NA,cal,field
48,caluna,h2,70,NA,cal,field
48,caluna,h3,70,NA,cal,field
49,caluna,h1,44,NA,cal,field
49,caluna,h2,50,NA,cal,field
49,caluna,h3,55,NA,cal,field
50,caluna,h1,35,NA,cal,field
50,caluna,h2,42,NA,cal,field
50,caluna,h3,49,NA,cal,field
51,caluna,h1,48,NA,cal,field
51,caluna,h2,55,NA,cal,field
51,caluna,h3,57,NA,cal,field
52,caluna,h1,47,NA,cal,field
52,caluna,h2,56,NA,cal,field
52,caluna,h3,68,NA,cal,field
53,caluna,h1,34,NA,cal,field
53,caluna,h2,45,NA,cal,field
53,caluna,h3,53,NA,cal,field
54,caluna,h1,43,NA,cal,field
54,caluna,h2,47,NA,cal,field
54,caluna,h3,53,NA,cal,field
55,caluna,h1,50,NA,cal,field
55,caluna,h2,52,NA,cal,field
55,caluna,h3,71,NA,cal,field
56,caluna,h1,38,NA,cal,field
56,caluna,h2,46,NA,cal,field
56,caluna,h3,51,NA,cal,field
57,caluna,h1,42,NA,cal,field
57,caluna,h2,51,NA,cal,field
57,caluna,h3,60,NA,cal,field
58,caluna,h1,38,NA,cal,field
58,caluna,h2,47,NA,cal,field
58,caluna,h3,56,NA,cal,field
59,caluna,h1,38,NA,cal,field
59,caluna,h2,44,NA,cal,field
59,caluna,h3,50,NA,cal,field
60,caluna,h1,34,NA,cal,field
60,caluna,h2,50,NA,cal,field
60,caluna,h3,55,NA,cal,field
61,caluna,h1,37,NA,cal,field
61,caluna,h2,39,NA,cal,field
61,caluna,h3,52,NA,cal,field
62,caluna,h1,30,NA,cal,field
62,caluna,h2,34,NA,cal,field
62,caluna,h3,44,NA,cal,field
1,caluna,h1,19,1,val,field
1,caluna,h2,14,1,val,field
1,caluna,h3,25,1,val,field
1,caluna,h4,20,1,val,field
1,caluna,h5,5,5,1,val,field
1,caluna,h6,17,1,val,field
1,caluna,h7,10,5,1,val,field
1,caluna,h8,18,1,val,field
1,caluna,h9,7,5,1,val,field
1,caluna,h10,11,1,val,field
1,caluna,h11,4,1,val,field
1,caluna,h12,8,1,val,field
1,caluna,h13,4,1,val,field
1,caluna,h14,8,1,val,field
1,caluna,h15,12,1,val,field
1,caluna,h16,10,1,val,field
1,caluna,h17,4,5,1,val,field
1,caluna,h18,2,5,1,val,field
1,caluna,h19,6,1,val,field
1,caluna,h20,9,1,val,field
1,caluna,h21,7,1,val,field
1,caluna,h22,13,1,val,field
1,caluna,h23,12,5,1,val,field
1,caluna,h24,10,1,val,field
1,caluna,h25,5,5,1,val,field
1,caluna,h26,6,1,val,field
1,caluna,h27,10,1,val,field
1,caluna,h28,2,5,1,val,field
1,caluna,h29,2,5,1,val,field
1,caluna,h30,36,5,1,val,field
1,caluna,h31,3,5,1,val,field
1,caluna,h32,6,1,val,field
1,caluna,h33,6,1,val,field
1,caluna,h34,9,1,val,field
1,caluna,h35,4,5,1,val,field
1,caluna,h36,,1,val,field
1,caluna,h37,,1,val,field
1,caluna,h38,,1,val,field
1,caluna,h39,,1,val,field
1,caluna,h40,,1,val,field
2,erica,h1,5,5,1,val,field
2,erica,h2,4,5,1,val,field
2,erica,h3,7,1,val,field
2,erica,h4,18,1,val,field
2,erica,h5,12,1,val,field
2,erica,h6,16,5,1,val,field
2,erica,h7,11,5,1,val,field
2,erica,h8,19,5,1,val,field
2,erica,h9,13,1,val,field
2,erica,h10,9,1,val,field
2,erica,h11,6,1,val,field
2,erica,h12,10,5,1,val,field
2,erica,h13,4,1,val,field
2,erica,h14,8,5,1,val,field
2,erica,h15,11,1,val,field
2,erica,h16,10,1,val,field
2,erica,h17,3,1,val,field
2,erica,h18,3,1,val,field
2,erica,h19,4,1,val,field
2,erica,h20,5,5,1,val,field
2,erica,h21,5,5,1,val,field
2,erica,h22,5,5,1,val,field
2,erica,h23,8,1,val,field
2,erica,h24,6,1,val,field
2,erica,h25,4,1,val,field
2,erica,h26,5,1,val,field
2,erica,h27,3,1,val,field
2,erica,h28,3,1,val,field
2,erica,h29,2,1,val,field
2,erica,h30,3,1,val,field
2,erica,h31,4,5,1,val,field
2,erica,h32,3,1,val,field
2,erica,h33,3,5,1,val,field
2,erica,h34,3,1,val,field
2,erica,h35,3,5,1,val,field
2,erica,h36,,1,val,field
2,erica,h37,,1,val,field
2,erica,h38,,1,val,field
2,erica,h39,,1,val,field
2,erica,h40,,1,val,field
3,caluna,h1,9,2,val,field
3,caluna,h2,13,2,val,field
3,caluna,h3,14,5,2,val,field
3,caluna,h4,14,5,2,val,field
3,caluna,h5,13,2,val,field
3,caluna,h6,22,2,val,field
3,caluna,h7,7,2,val,field
3,caluna,h8,14,2,val,field
3,caluna,h9,8,5,2,val,field
3,caluna,h10,5,5,2,val,field
3,caluna,h11,8,2,val,field
3,caluna,h12,12,2,val,field
3,caluna,h13,9,2,val,field
3,caluna,h14,10,5,2,val,field
3,caluna,h15,8,2,val,field
3,caluna,h16,13,2,val,field
3,caluna,h17,7,2,val,field
3,caluna,h18,8,2,val,field
3,caluna,h19,18,2,val,field
3,caluna,h20,8,2,val,field
3,caluna,h21,12,2,val,field
3,caluna,h22,12,2,val,field
3,caluna,h23,17,2,val,field
3,caluna,h24,10,2,val,field
3,caluna,h25,12,2,val,field
3,caluna,h26,9,5,2,val,field
3,caluna,h27,11,2,val,field
3,caluna,h28,14,2,val,field
3,caluna,h29,21,2,val,field
3,caluna,h30,10,5,2,val,field
3,caluna,h31,18,2,val,field
3,caluna,h32,10,2,val,field
3,caluna,h33,6,2,val,field
3,caluna,h34,16,2,val,field
3,caluna,h35,6,2,val,field
3,caluna,h36,4,5,2,val,field
3,caluna,h37,6,2,val,field
3,caluna,h38,9,5,2,val,field
3,caluna,h39,3,2,val,field
3,caluna,h40,7,2,val,field
4,erica,h1,10,5,2,val,field
4,erica,h2,13,2,val,field
4,erica,h3,5,5,2,val,field
4,erica,h4,2,5,2,val,field
4,erica,h5,2,2,val,field
4,erica,h6,3,5,2,val,field
4,erica,h7,4,5,2,val,field
4,erica,h8,7,2,val,field
4,erica,h9,3,2,val,field
4,erica,h10,12,2,val,field
4,erica,h11,11,2,val,field
4,erica,h12,12,2,val,field
4,erica,h13,13,2,val,field
4,erica,h14,5,5,2,val,field
4,erica,h15,6,2,val,field
4,erica,h16,12,2,val,field
4,erica,h17,5,5,2,val,field
4,erica,h18,7,2,val,field
4,erica,h19,14,2,val,field
4,erica,h20,11,2,val,field
4,erica,h21,11,2,val,field
4,erica,h22,6,5,2,val,field
4,erica,h23,5,2,val,field
4,erica,h24,10,5,2,val,field
4,erica,h25,4,2,val,field
4,erica,h26,6,2,val,field
4,erica,h27,11,2,val,field
4,erica,h28,7,2,val,field
4,erica,h29,2,5,2,val,field
4,erica,h30,2,5,2,val,field
4,erica,h31,8,5,2,val,field
4,erica,h32,4,2,val,field
4,erica,h33,5,5,2,val,field
4,erica,h34,4,2,val,field
4,erica,h35,7,2,val,field
4,erica,h36,3,2,val,field
4,erica,h37,4,5,2,val,field
4,erica,h38,9,2,val,field
4,erica,h39,9,2,val,field
4,erica,h40,5,2,val,field
5,caluna,h1,12,3,val,field
5,caluna,h2,26,3,val,field
5,caluna,h3,15,3,val,field
5,caluna,h4,6,5,3,val,field
5,caluna,h5,11,3,val,field
5,caluna,h6,10,3,val,field
5,caluna,h7,16,3,val,field
5,caluna,h8,8,5,3,val,field
5,caluna,h9,13,5,3,val,field
5,caluna,h10,15,3,val,field
5,caluna,h11,10,5,3,val,field
5,caluna,h12,9,5,3,val,field
5,caluna,h13,23,3,val,field
5,caluna,h14,6,3,val,field
5,caluna,h15,5,3,val,field
5,caluna,h16,23,5,3,val,field
5,caluna,h17,6,5,3,val,field
5,caluna,h18,15,5,3,val,field
5,caluna,h19,6,5,3,val,field
5,caluna,h20,5,3,val,field
5,caluna,h21,7,3,val,field
5,caluna,h22,9,3,val,field
5,caluna,h23,11,3,val,field
5,caluna,h24,6,3,val,field
5,caluna,h25,4,3,val,field
5,caluna,h26,10,5,3,val,field
5,caluna,h27,14,5,3,val,field
5,caluna,h28,5,5,3,val,field
5,caluna,h29,3,3,val,field
5,caluna,h30,10,5,3,val,field
5,caluna,h31,4,3,val,field
5,caluna,h32,15,3,val,field
5,caluna,h33,26,3,val,field
5,caluna,h34,22,5,3,val,field
5,caluna,h35,15,5,3,val,field
5,caluna,h36,8,3,val,field
5,caluna,h37,28,3,val,field
5,caluna,h38,22,5,3,val,field
5,caluna,h39,9,5,3,val,field
5,caluna,h40,15,3,val,field
6,erica,h1,13,5,3,val,field
6,erica,h2,18,3,val,field
6,erica,h3,11,3,val,field
6,erica,h4,5,5,3,val,field
6,erica,h5,12,5,3,val,field
6,erica,h6,6,5,3,val,field
6,erica,h7,6,3,val,field
6,erica,h8,14,3,val,field
6,erica,h9,25,5,3,val,field
6,erica,h10,24,5,3,val,field
6,erica,h11,12,3,val,field
6,erica,h12,10,5,3,val,field
6,erica,h13,21,5,3,val,field
6,erica,h14,7,3,val,field
6,erica,h15,10,5,3,val,field
6,erica,h16,7,5,3,val,field
6,erica,h17,6,5,3,val,field
6,erica,h18,5,3,val,field
6,erica,h19,14,5,3,val,field
6,erica,h20,6,3,val,field
6,erica,h21,2,5,3,val,field
6,erica,h22,3,3,val,field
6,erica,h23,2,5,3,val,field
6,erica,h24,3,3,val,field
6,erica,h25,3,5,3,val,field
6,erica,h26,4,5,3,val,field
6,erica,h27,3,3,val,field
6,erica,h28,2,3,val,field
6,erica,h29,10,5,3,val,field
6,erica,h30,7,5,3,val,field
6,erica,h31,20,3,val,field
6,erica,h32,23,3,val,field
6,erica,h33,18,3,val,field
6,erica,h34,29,3,val,field
6,erica,h35,17,5,3,val,field
6,erica,h36,14,3,val,field
6,erica,h37,7,5,3,val,field
6,erica,h38,11,3,val,field
6,erica,h39,9,5,3,val,field
6,erica,h40,5,5,3,val,field
7,caluna,h1,16,4,val,field
7,caluna,h2,23,4,val,field
7,caluna,h3,15,5,4,val,field
7,caluna,h4,21,4,val,field
7,caluna,h5,20,4,val,field
7,caluna,h6,19,5,4,val,field
7,caluna,h7,19,4,val,field
7,caluna,h8,8,4,val,field
7,caluna,h9,9,4,val,field
7,caluna,h10,14,4,val,field
7,caluna,h11,12,5,4,val,field
7,caluna,h12,8,4,val,field
7,caluna,h13,10,5,4,val,field
7,caluna,h14,7,5,4,val,field
7,caluna,h15,8,4,val,field
7,caluna,h16,15,5,4,val,field
7,caluna,h17,3,5,4,val,field
7,caluna,h18,15,4,val,field
7,caluna,h19,12,5,4,val,field
7,caluna,h20,10,5,4,val,field
7,caluna,h21,7,4,val,field
7,caluna,h22,15,4,val,field
7,caluna,h23,10,4,val,field
7,caluna,h24,8,4,val,field
7,caluna,h25,14,5,4,val,field
7,caluna,h26,6,4,val,field
7,caluna,h27,8,4,val,field
7,caluna,h28,16,4,val,field
7,caluna,h29,9,4,val,field
7,caluna,h30,7,4,val,field
7,caluna,h31,7,5,4,val,field
7,caluna,h32,10,4,val,field
7,caluna,h33,7,5,4,val,field
7,caluna,h34,,4,val,field
7,caluna,h35,,4,val,field
7,caluna,h36,,4,val,field
7,caluna,h37,,4,val,field
7,caluna,h38,,4,val,field
7,caluna,h39,,4,val,field
7,caluna,h40,,4,val,field
8,erica,h1,12,4,val,field
8,erica,h2,8,5,4,val,field
8,erica,h3,20,5,4,val,field
8,erica,h4,13,4,val,field
8,erica,h5,14,4,val,field
8,erica,h6,12,4,val,field
8,erica,h7,14,4,val,field
8,erica,h8,16,4,val,field
8,erica,h9,11,4,val,field
8,erica,h10,8,5,4,val,field
8,erica,h11,11,4,val,field
8,erica,h12,10,5,4,val,field
8,erica,h13,11,4,val,field
8,erica,h14,16,4,val,field
8,erica,h15,5,4,val,field
8,erica,h16,12,5,4,val,field
8,erica,h17,5,4,val,field
8,erica,h18,3,5,4,val,field
8,erica,h19,7,4,val,field
8,erica,h20,16,4,val,field
8,erica,h21,15,5,4,val,field
8,erica,h22,14,4,val,field
8,erica,h23,5,4,val,field
8,erica,h24,15,5,4,val,field
8,erica,h25,3,5,4,val,field
8,erica,h26,11,4,val,field
8,erica,h27,7,4,val,field
8,erica,h28,6,4,val,field
8,erica,h29,11,5,4,val,field
8,erica,h30,3,4,val,field
8,erica,h31,6,5,4,val,field
8,erica,h32,4,4,val,field
8,erica,h33,12,4,val,field
8,erica,h34,4,5,4,val,field
8,erica,h35,10,5,4,val,field
8,erica,h36,4,4,val,field
8,erica,h37,2,5,4,val,field
8,erica,h38,8,4,val,field
8,erica,h39,9,4,val,field
8,erica,h40,20,5,4,val,field
9,caluna,h1,6,5,5,val,field
9,caluna,h2,27,5,val,field
9,caluna,h3,25,5,val,field
9,caluna,h4,15,5,5,val,field
9,caluna,h5,24,5,5,val,field
9,caluna,h6,28,5,val,field
9,caluna,h7,10,5,val,field
9,caluna,h8,13,5,val,field
9,caluna,h9,21,5,5,val,field
9,caluna,h10,11,5,5,val,field
9,caluna,h11,11,5,val,field
9,caluna,h12,9,5,5,val,field
9,caluna,h13,6,5,val,field
9,caluna,h14,9,5,val,field
9,caluna,h15,5,5,5,val,field
9,caluna,h16,,5,val,field
9,caluna,h17,,5,val,field
9,caluna,h18,,5,val,field
9,caluna,h19,,5,val,field
9,caluna,h20,,5,val,field
9,caluna,h21,,5,val,field
9,caluna,h22,,5,val,field
9,caluna,h23,,5,val,field
9,caluna,h24,,5,val,field
9,caluna,h25,,5,val,field
9,caluna,h26,,5,val,field
9,caluna,h27,,5,val,field
9,caluna,h28,,5,val,field
9,caluna,h29,,5,val,field
9,caluna,h30,,5,val,field
9,caluna,h31,,5,val,field
9,caluna,h32,,5,val,field
9,caluna,h33,,5,val,field
9,caluna,h34,,5,val,field
9,caluna,h35,,5,val,field
9,caluna,h36,,5,val,field
9,caluna,h37,,5,val,field
9,caluna,h38,,5,val,field
9,caluna,h39,,5,val,field
9,caluna,h40,,5,val,field
10,erica,h1,10,5,val,field
10,erica,h2,11,5,val,field
10,erica,h3,23,5,val,field
10,erica,h4,10,5,5,val,field
10,erica,h5,9,5,5,val,field
10,erica,h6,17,5,5,val,field
10,erica,h7,13,5,val,field
10,erica,h8,12,5,val,field
10,erica,h9,16,5,5,val,field
10,erica,h10,19,5,val,field
10,erica,h11,14,5,val,field
10,erica,h12,17,5,val,field
10,erica,h13,11,5,val,field
10,erica,h14,17,5,val,field
10,erica,h15,8,5,val,field
10,erica,h16,11,5,5,val,field
10,erica,h17,15,5,5,val,field
10,erica,h18,19,5,val,field
10,erica,h19,8,5,5,val,field
10,erica,h20,15,5,5,val,field
10,erica,h21,25,5,val,field
10,erica,h22,10,5,val,field
10,erica,h23,6,5,5,val,field
10,erica,h24,11,5,val,field
10,erica,h25,8,5,val,field
10,erica,h26,16,5,val,field
10,erica,h27,3,5,val,field
10,erica,h28,3,5,val,field
10,erica,h29,5,5,5,val,field
10,erica,h30,7,5,5,val,field
10,erica,h31,6,5,5,val,field
10,erica,h32,8,5,5,val,field
10,erica,h33,12,5,5,val,field
10,erica,h34,15,5,5,val,field
10,erica,h35,17,5,val,field
10,erica,h36,14,5,val,field
10,erica,h37,6,5,val,field
10,erica,h38,6,5,val,field
10,erica,h39,10,5,val,field
10,erica,h40,19,5,val,field
11,erica,h1,7,6,val,field
11,erica,h2,3,5,6,val,field
11,erica,h3,8,6,val,field
11,erica,h4,2,5,6,val,field
11,erica,h5,3,5,6,val,field
11,erica,h6,11,6,val,field
11,erica,h7,16,6,val,field
11,erica,h8,4,6,val,field
11,erica,h9,6,5,6,val,field
11,erica,h10,11,6,val,field
11,erica,h11,7,5,6,val,field
11,erica,h12,5,6,val,field
11,erica,h13,3,5,6,val,field
11,erica,h14,16,5,6,val,field
11,erica,h15,11,5,6,val,field
11,erica,h16,17,6,val,field
11,erica,h17,6,5,6,val,field
11,erica,h18,6,6,val,field
11,erica,h19,11,5,6,val,field
11,erica,h20,15,5,6,val,field
11,erica,h21,13,6,val,field
11,erica,h22,4,6,val,field
11,erica,h23,3,6,val,field
11,erica,h24,13,6,val,field
11,erica,h25,4,6,val,field
11,erica,h26,12,5,6,val,field
11,erica,h27,18,6,val,field
11,erica,h28,9,5,6,val,field
11,erica,h29,4,6,val,field
11,erica,h30,10,6,val,field
11,erica,h31,4,5,6,val,field
11,erica,h32,6,5,6,val,field
11,erica,h33,4,6,val,field
11,erica,h34,7,6,val,field
11,erica,h35,12,6,val,field
11,erica,h36,6,5,6,val,field
11,erica,h37,8,5,6,val,field
