IDech,typeVeg,rep,height,embase,cal_val,localisation
11,erica,h38,3,6,val,field
11,erica,h39,3,6,val,field
11,erica,h40,4,5,6,val,field
12,caluna,h1,21,7,val,field
12,caluna,h2,15,7,val,field
12,caluna,h3,5,7,val,field
12,caluna,h4,25,7,val,field
12,caluna,h5,7,7,val,field
12,caluna,h6,5,5,7,val,field
12,caluna,h7,26,7,val,field
12,caluna,h8,19,5,7,val,field
12,caluna,h9,8,5,7,val,field
12,caluna,h10,4,5,7,val,field
12,caluna,h11,5,5,7,val,field
12,caluna,h12,22,7,val,field
12,caluna,h13,8,5,7,val,field
12,caluna,h14,6,7,val,field
12,caluna,h15,12,7,val,field
12,caluna,h16,12,7,val,field
12,caluna,h17,12,7,val,field
12,caluna,h18,7,7,val,field
12,caluna,h19,17,7,val,field
12,caluna,h20,10,7,val,field
12,caluna,h21,14,7,val,field
12,caluna,h22,14,5,7,val,field
12,caluna,h23,11,7,val,field
12,caluna,h24,6,5,7,val,field
12,caluna,h25,7,7,val,field
12,caluna,h26,18,7,val,field
12,caluna,h27,11,5,7,val,field
12,caluna,h28,6,7,val,field
12,caluna,h29,7,5,7,val,field
12,caluna,h30,13,7,val,field
12,caluna,h31,9,7,val,field
12,caluna,h32,13,5,7,val,field
12,caluna,h33,19,7,val,field
12,caluna,h34,12,7,val,field
12,caluna,h35,4,5,7,val,field
12,caluna,h36,9,7,val,field
12,caluna,h37,13,7,val,field
12,caluna,h38,10,7,val,field
12,caluna,h39,6,5,7,val,field
12,caluna,h40,5,7,val,field
13,erica,h1,13,7,val,field
13,erica,h2,10,7,val,field
13,erica,h3,7,7,val,field
13,erica,h4,12,7,val,field
13,erica,h5,11,7,val,field
13,erica,h6,16,5,7,val,field
13,erica,h7,14,5,7,val,field
13,erica,h8,9,5,7,val,field
13,erica,h9,15,5,7,val,field
13,erica,h10,15,7,val,field
13,erica,h11,15,5,7,val,field
13,erica,h12,9,7,val,field
13,erica,h13,13,7,val,field
13,erica,h14,5,7,val,field
13,erica,h15,3,7,val,field
13,erica,h16,8,5,7,val,field
13,erica,h17,15,5,7,val,field
13,erica,h18,11,7,val,field
13,erica,h19,13,7,val,field
13,erica,h20,11,5,7,val,field
13,erica,h21,2,5,7,val,field
13,erica,h22,12,5,7,val,field
13,erica,h23,16,7,val,field
13,erica,h24,15,5,7,val,field
13,erica,h25,11,7,val,field
13,erica,h26,10,7,val,field
13,erica,h27,10,7,val,field
13,erica,h28,20,7,val,field
13,erica,h29,14,7,val,field
13,erica,h30,2,7,val,field
13,erica,h31,3,7,val,field
13,erica,h32,6,7,val,field
13,erica,h33,8,7,val,field
13,erica,h34,5,5,7,val,field
13,erica,h35,17,5,7,val,field
13,erica,h36,20,5,7,val,field
13,erica,h37,9,7,val,field
13,erica,h38,15,7,val,field
13,erica,h39,4,7,val,field
13,erica,h40,5,7,val,field
14,caluna,h1,42,8,val,field
14,caluna,h2,39,5,8,val,field
14,caluna,h3,44,8,val,field
14,caluna,h4,29,5,8,val,field
14,caluna,h5,9,5,8,val,field
14,caluna,h6,13,8,val,field
14,caluna,h7,5,8,val,field
14,caluna,h8,,8,val,field
14,caluna,h9,,8,val,field
14,caluna,h10,,8,val,field
14,caluna,h11,,8,val,field
14,caluna,h12,,8,val,field
14,caluna,h13,,8,val,field
14,caluna,h14,,8,val,field
14,caluna,h15,,8,val,field
14,caluna,h16,,8,val,field
14,caluna,h17,,8,val,field
14,caluna,h18,,8,val,field
14,caluna,h19,,8,val,field
14,caluna,h20,,8,val,field
14,caluna,h21,,8,val,field
14,caluna,h22,,8,val,field
14,caluna,h23,,8,val,field
14,caluna,h24,,8,val,field
14,caluna,h25,,8,val,field
14,caluna,h26,,8,val,field
14,caluna,h27,,8,val,field
14,caluna,h28,,8,val,field
14,caluna,h29,,8,val,field
14,caluna,h30,,8,val,field
14,caluna,h31,,8,val,field
14,caluna,h32,,8,val,field
14,caluna,h33,,8,val,field
14,caluna,h34,,8,val,field
14,caluna,h35,,8,val,field
14,caluna,h36,,8,val,field
14,caluna,h37,,8,val,field
14,caluna,h38,,8,val,field
14,caluna,h39,,8,val,field
14,caluna,h40,,8,val,field
15,erica,h1,10,5,8,val,field
15,erica,h2,5,8,val,field
15,erica,h3,32,8,val,field
15,erica,h4,12,8,val,field
15,erica,h5,10,5,8,val,field
15,erica,h6,20,8,val,field
15,erica,h7,10,8,val,field
15,erica,h8,14,8,val,field
15,erica,h9,12,5,8,val,field
15,erica,h10,24,8,val,field
15,erica,h11,30,8,val,field
15,erica,h12,9,5,8,val,field
15,erica,h13,24,5,8,val,field
15,erica,h14,23,5,8,val,field
15,erica,h15,19,5,8,val,field
15,erica,h16,9,8,val,field
15,erica,h17,5,8,val,field
15,erica,h18,5,8,val,field
15,erica,h19,7,8,val,field
15,erica,h20,9,8,val,field
15,erica,h21,12,8,val,field
15,erica,h22,23,8,val,field
15,erica,h23,9,5,8,val,field
15,erica,h24,6,8,val,field
15,erica,h25,21,8,val,field
15,erica,h26,23,8,val,field
15,erica,h27,11,8,val,field
15,erica,h28,13,8,val,field
15,erica,h29,7,5,8,val,field
15,erica,h30,17,5,8,val,field
15,erica,h31,10,8,val,field
15,erica,h32,7,5,8,val,field
15,erica,h33,8,8,val,field
15,erica,h34,14,8,val,field
15,erica,h35,15,8,val,field
15,erica,h36,16,8,val,field
15,erica,h37,10,5,8,val,field
15,erica,h38,24,5,8,val,field
15,erica,h39,21,8,val,field
15,erica,h40,5,8,val,field
16,caluna,h1,18,9,val,field
16,caluna,h2,5,5,9,val,field
16,caluna,h3,6,9,val,field
16,caluna,h4,,9,val,field
16,caluna,h5,,9,val,field
16,caluna,h6,,9,val,field
16,caluna,h7,,9,val,field
16,caluna,h8,,9,val,field
16,caluna,h9,,9,val,field
16,caluna,h10,,9,val,field
16,caluna,h11,,9,val,field
16,caluna,h12,,9,val,field
16,caluna,h13,,9,val,field
16,caluna,h14,,9,val,field
16,caluna,h15,,9,val,field
16,caluna,h16,,9,val,field
16,caluna,h17,,9,val,field
16,caluna,h18,,9,val,field
16,caluna,h19,,9,val,field
16,caluna,h20,,9,val,field
16,caluna,h21,,9,val,field
16,caluna,h22,,9,val,field
16,caluna,h23,,9,val,field
16,caluna,h24,,9,val,field
16,caluna,h25,,9,val,field
16,caluna,h26,,9,val,field
16,caluna,h27,,9,val,field
16,caluna,h28,,9,val,field
16,caluna,h29,,9,val,field
16,caluna,h30,,9,val,field
16,caluna,h31,,9,val,field
16,caluna,h32,,9,val,field
16,caluna,h33,,9,val,field
16,caluna,h34,,9,val,field
16,caluna,h35,,9,val,field
16,caluna,h36,,9,val,field
16,caluna,h37,,9,val,field
16,caluna,h38,,9,val,field
16,caluna,h39,,9,val,field
16,caluna,h40,,9,val,field
17,erica,h1,3,9,val,field
17,erica,h2,9,9,val,field
17,erica,h3,17,9,val,field
17,erica,h4,20,9,val,field
17,erica,h5,18,9,val,field
17,erica,h6,6,9,val,field
17,erica,h7,9,5,9,val,field
17,erica,h8,9,9,val,field
17,erica,h9,4,9,val,field
17,erica,h10,13,9,val,field
17,erica,h11,10,9,val,field
17,erica,h12,22,5,9,val,field
17,erica,h13,22,9,val,field
17,erica,h14,4,5,9,val,field
17,erica,h15,5,5,9,val,field
17,erica,h16,10,9,val,field
17,erica,h17,8,5,9,val,field
17,erica,h18,12,5,9,val,field
17,erica,h19,6,5,9,val,field
17,erica,h20,14,9,val,field
17,erica,h21,13,9,val,field
17,erica,h22,13,9,val,field
17,erica,h23,6,9,val,field
17,erica,h24,6,9,val,field
17,erica,h25,6,5,9,val,field
17,erica,h26,8,9,val,field
17,erica,h27,8,5,9,val,field
17,erica,h28,10,9,val,field
17,erica,h29,6,9,val,field
17,erica,h30,5,9,val,field
17,erica,h31,5,5,9,val,field
17,erica,h32,5,9,val,field
17,erica,h33,8,9,val,field
17,erica,h34,9,9,val,field
17,erica,h35,13,5,9,val,field
17,erica,h36,7,9,val,field
17,erica,h37,5,9,val,field
17,erica,h38,5,9,val,field
17,erica,h39,6,5,9,val,field
17,erica,h40,15,5,9,val,field
18,caluna,h1,36,10,val,field
18,caluna,h2,40,10,val,field
18,caluna,h3,27,5,10,val,field
18,caluna,h4,48,5,10,val,field
18,caluna,h5,18,10,val,field
18,caluna,h6,24,10,val,field
18,caluna,h7,23,10,val,field
18,caluna,h8,8,10,val,field
18,caluna,h9,27,5,10,val,field
18,caluna,h10,34,10,val,field
18,caluna,h11,22,5,10,val,field
18,caluna,h12,15,5,10,val,field
18,caluna,h13,17,5,10,val,field
18,caluna,h14,12,10,val,field
18,caluna,h15,20,10,val,field
18,caluna,h16,24,5,10,val,field
18,caluna,h17,14,10,val,field
18,caluna,h18,10,10,val,field
18,caluna,h19,17,5,10,val,field
18,caluna,h20,21,10,val,field
18,caluna,h21,10,10,val,field
18,caluna,h22,12,10,val,field
18,caluna,h23,14,10,val,field
18,caluna,h24,8,5,10,val,field
18,caluna,h25,13,10,val,field
18,caluna,h26,,10,val,field
18,caluna,h27,,10,val,field
18,caluna,h28,,10,val,field
18,caluna,h29,,10,val,field
18,caluna,h30,,10,val,field
18,caluna,h31,,10,val,field
18,caluna,h32,,10,val,field
18,caluna,h33,,10,val,field
18,caluna,h34,,10,val,field
18,caluna,h35,,10,val,field
18,caluna,h36,,10,val,field
18,caluna,h37,,10,val,field
18,caluna,h38,,10,val,field
18,caluna,h39,,10,val,field
18,caluna,h40,,10,val,field
19,erica,h1,12,5,10,val,field
19,erica,h2,12,10,val,field
19,erica,h3,16,5,10,val,field
19,erica,h4,21,5,10,val,field
19,erica,h5,14,10,val,field
19,erica,h6,13,10,val,field
19,erica,h7,19,10,val,field
19,erica,h8,12,5,10,val,field
19,erica,h9,9,10,val,field
19,erica,h10,10,5,10,val,field
19,erica,h11,9,10,val,field
19,erica,h12,20,10,val,field
19,erica,h13,6,10,val,field
19,erica,h14,34,5,10,val,field
19,erica,h15,7,10,val,field
19,erica,h16,7,5,10,val,field
19,erica,h17,8,5,10,val,field
19,erica,h18,11,5,10,val,field
19,erica,h19,6,5,10,val,field
19,erica,h20,3,5,10,val,field
19,erica,h21,12,10,val,field
19,erica,h22,6,10,val,field
19,erica,h23,24,10,val,field
19,erica,h24,12,5,10,val,field
19,erica,h25,6,10,val,field
19,erica,h26,10,10,val,field
19,erica,h27,8,10,val,field
19,erica,h28,11,10,val,field
19,erica,h29,18,5,10,val,field
19,erica,h30,20,5,10,val,field
19,erica,h31,10,5,10,val,field
19,erica,h32,21,5,10,val,field
19,erica,h33,6,5,10,val,field
19,erica,h34,16,5,10,val,field
19,erica,h35,18,5,10,val,field
19,erica,h36,20,10,val,field
19,erica,h37,13,10,val,field
19,erica,h38,7,10,val,field
19,erica,h39,28,10,val,field
19,erica,h40,7,5,10,val,field
20,caluna,h1,30,11,val,field
20,caluna,h2,13,11,val,field
20,caluna,h3,17,5,11,val,field
20,caluna,h4,31,11,val,field
20,caluna,h5,15,5,11,val,field
20,caluna,h6,21,11,val,field
20,caluna,h7,33,11,val,field
20,caluna,h8,13,11,val,field
20,caluna,h9,28,5,11,val,field
20,caluna,h10,10,5,11,val,field
20,caluna,h11,20,5,11,val,field
20,caluna,h12,15,5,11,val,field
20,caluna,h13,12,11,val,field
20,caluna,h14,4,11,val,field
20,caluna,h15,,11,val,field
20,caluna,h16,,11,val,field
20,caluna,h17,,11,val,field
20,caluna,h18,,11,val,field
20,caluna,h19,,11,val,field
20,caluna,h20,,11,val,field
20,caluna,h21,,11,val,field
20,caluna,h22,,11,val,field
20,caluna,h23,,11,val,field
20,caluna,h24,,11,val,field
20,caluna,h25,,11,val,field
20,caluna,h26,,11,val,field
20,caluna,h27,,11,val,field
20,caluna,h28,,11,val,field
20,caluna,h29,,11,val,field
20,caluna,h30,,11,val,field
20,caluna,h31,,11,val,field
20,caluna,h32,,11,val,field
20,caluna,h33,,11,val,field
20,caluna,h34,,11,val,field
20,caluna,h35,,11,val,field
20,caluna,h36,,11,val,field
20,caluna,h37,,11,val,field
20,caluna,h38,,11,val,field
20,caluna,h39,,11,val,field
20,caluna,h40,,11,val,field
21,erica,h1,9,11,val,field
21,erica,h2,33,5,11,val,field
21,erica,h3,29,11,val,field
21,erica,h4,17,11,val,field
21,erica,h5,13,11,val,field
21,erica,h6,6,5,11,val,field
21,erica,h7,17,11,val,field
21,erica,h8,24,11,val,field
21,erica,h9,18,5,11,val,field
21,erica,h10,10,11,val,field
21,erica,h11,10,11,val,field
21,erica,h12,12,11,val,field
21,erica,h13,9,11,val,field
21,erica,h14,26,11,val,field
21,erica,h15,7,11,val,field
21,erica,h16,8,11,val,field
21,erica,h17,4,11,val,field
21,erica,h18,4,5,11,val,field
21,erica,h19,20,5,11,val,field
21,erica,h20,12,5,11,val,field
21,erica,h21,13,11,val,field
21,erica,h22,11,11,val,field
21,erica,h23,18,11,val,field
21,erica,h24,9,5,11,val,field
21,erica,h25,4,5,11,val,field
21,erica,h26,20,11,val,field
21,erica,h27,18,5,11,val,field
21,erica,h28,28,11,val,field
21,erica,h29,6,11,val,field
21,erica,h30,20,5,11,val,field
21,erica,h31,6,5,11,val,field
21,erica,h32,10,5,11,val,field
21,erica,h33,7,5,11,val,field
21,erica,h34,17,11,val,field
21,erica,h35,14,5,11,val,field
21,erica,h36,11,11,val,field
21,erica,h37,4,5,11,val,field
21,erica,h38,7,5,11,val,field
21,erica,h39,13,11,val,field
21,erica,h40,5,5,11,val,field
22,erica,h1,6,5,12,val,field
22,erica,h2,22,12,val,field
22,erica,h3,20,5,12,val,field
22,erica,h4,7,12,val,field
22,erica,h5,24,12,val,field
22,erica,h6,15,5,12,val,field
22,erica,h7,15,12,val,field
22,erica,h8,13,12,val,field
22,erica,h9,12,5,12,val,field
22,erica,h10,9,12,val,field
22,erica,h11,23,12,val,field
22,erica,h12,17,12,val,field
22,erica,h13,13,12,val,field
22,erica,h14,29,12,val,field
22,erica,h15,19,12,val,field
22,erica,h16,12,12,val,field
22,erica,h17,24,5,12,val,field
22,erica,h18,27,12,val,field
22,erica,h19,11,5,12,val,field
22,erica,h20,7,12,val,field
22,erica,h21,9,12,val,field
22,erica,h22,22,5,12,val,field
22,erica,h23,21,5,12,val,field
22,erica,h24,30,12,val,field
22,erica,h25,17,5,12,val,field
22,erica,h26,17,12,val,field
22,erica,h27,10,12,val,field
22,erica,h28,6,5,12,val,field
22,erica,h29,4,12,val,field
22,erica,h30,8,12,val,field
22,erica,h31,3,5,12,val,field
22,erica,h32,5,12,val,field
22,erica,h33,11,12,val,field
22,erica,h34,4,12,val,field
22,erica,h35,6,5,12,val,field
22,erica,h36,29,12,val,field
22,erica,h37,10,12,val,field
22,erica,h38,18,12,val,field
22,erica,h39,8,5,12,val,field
22,erica,h40,11,5,12,val,field
23,erica,h1,5,13,val,field
23,erica,h2,6,5,13,val,field
23,erica,h3,17,5,13,val,field
23,erica,h4,12,5,13,val,field
23,erica,h5,5,13,val,field
23,erica,h6,4,13,val,field
23,erica,h7,9,5,13,val,field
23,erica,h8,14,13,val,field
23,erica,h9,9,5,13,val,field
23,erica,h10,8,5,13,val,field
23,erica,h11,8,13,val,field
23,erica,h12,8,5,13,val,field
23,erica,h13,7,5,13,val,field
23,erica,h14,7,13,val,field
23,erica,h15,11,5,13,val,field
23,erica,h16,12,13,val,field
23,erica,h17,10,13,val,field
23,erica,h18,9,5,13,val,field
23,erica,h19,12,13,val,field
23,erica,h20,7,13,val,field
23,erica,h21,11,5,13,val,field
23,erica,h22,17,13,val,field
23,erica,h23,9,13,val,field
23,erica,h24,13,5,13,val,field
23,erica,h25,8,13,val,field
23,erica,h26,7,13,val,field
23,erica,h27,8,5,13,val,field
23,erica,h28,14,13,val,field
23,erica,h29,12,5,13,val,field
23,erica,h30,13,13,val,field
23,erica,h31,7,13,val,field
23,erica,h32,10,13,val,field
23,erica,h33,9,13,val,field
23,erica,h34,10,13,val,field
23,erica,h35,8,13,val,field
23,erica,h36,4,13,val,field
23,erica,h37,7,13,val,field
23,erica,h38,6,13,val,field
23,erica,h39,4,13,val,field
23,erica,h40,7,13,val,field
24,caluna,h1,14,5,14,val,field
24,caluna,h2,43,14,val,field
24,caluna,h3,16,14,val,field
24,caluna,h4,32,14,val,field
24,caluna,h5,26,14,val,field
24,caluna,h6,33,14,val,field
24,caluna,h7,28,14,val,field
24,caluna,h8,31,14,val,field
24,caluna,h9,35,5,14,val,field
24,caluna,h10,31,5,14,val,field
24,caluna,h11,23,5,14,val,field
24,caluna,h12,21,14,val,field
24,caluna,h13,20,14,val,field
24,caluna,h14,21,5,14,val,field
24,caluna,h15,21,14,val,field
24,caluna,h16,18,14,val,field
24,caluna,h17,21,5,14,val,field
24,caluna,h18,18,14,val,field
24,caluna,h19,10,14,val,field
24,caluna,h20,12,14,val,field
24,caluna,h21,24,14,val,field
24,caluna,h22,6,5,14,val,field
24,caluna,h23,11,5,14,val,field
24,caluna,h24,12,14,val,field
24,caluna,h25,4,5,14,val,field
24,caluna,h26,,14,val,field
24,caluna,h27,,14,val,field
24,caluna,h28,,14,val,field
24,caluna,h29,,14,val,field
24,caluna,h30,,14,val,field
24,caluna,h31,,14,val,field
24,caluna,h32,,14,val,field
24,caluna,h33,,14,val,field
24,caluna,h34,,14,val,field
24,caluna,h35,,14,val,field
24,caluna,h36,,14,val,field
24,caluna,h37,,14,val,field
24,caluna,h38,,14,val,field
24,caluna,h39,,14,val,field
24,caluna,h40,,14,val,field
25,erica,h1,29,15,val,field
25,erica,h2,28,15,val,field
25,erica,h3,34,5,15,val,field
25,erica,h4,14,15,val,field
25,erica,h5,21,5,15,val,field
25,erica,h6,22,15,val,field
25,erica,h7,12,15,val,field
25,erica,h8,19,15,val,field
25,erica,h9,8,5,15,val,field
25,erica,h10,10,5,15,val,field
25,erica,h11,7,5,15,val,field
25,erica,h12,22,15,val,field
25,erica,h13,26,15,val,field
25,erica,h14,9,15,val,field
25,erica,h15,5,5,15,val,field
25,erica,h16,12,5,15,val,field
25,erica,h17,16,5,15,val,field
25,erica,h18,9,5,15,val,field
25,erica,h19,8,15,val,field
25,erica,h20,11,15,val,field
25,erica,h21,8,5,15,val,field
25,erica,h22,11,5,15,val,field
25,erica,h23,14,15,val,field
25,erica,h24,22,15,val,field
25,erica,h25,11,5,15,val,field
25,erica,h26,9,15,val,field
25,erica,h27,9,15,val,field
25,erica,h28,16,15,val,field
25,erica,h29,7,15,val,field
25,erica,h30,10,15,val,field
25,erica,h31,6,15,val,field
25,erica,h32,17,15,val,field
25,erica,h33,6,5,15,val,field
25,erica,h34,6,15,val,field
25,erica,h35,9,15,val,field
25,erica,h36,8,5,15,val,field
25,erica,h37,6,15,val,field
25,erica,h38,3,15,val,field
25,erica,h39,17,5,15,val,field
25,erica,h40,17,5,15,val,field
26,erica,h1,15,16,val,field
26,erica,h2,13,16,val,field
26,erica,h3,23,16,val,field
26,erica,h4,5,16,val,field
26,erica,h5,15,5,16,val,field
26,erica,h6,7,5,16,val,field
26,erica,h7,6,16,val,field
26,erica,h8,18,16,val,field
26,erica,h9,8,16,val,field
26,erica,h10,5,5,16,val,field
26,erica,h11,13,5,16,val,field
26,erica,h12,9,5,16,val,field
26,erica,h13,8,5,16,val,field
26,erica,h14,12,16,val,field
26,erica,h15,33,16,val,field
26,erica,h16,5,5,16,val,field
26,erica,h17,4,16,val,field
26,erica,h18,8,5,16,val,field
26,erica,h19,5,16,val,field
26,erica,h20,4,16,val,field
26,erica,h21,16,5,16,val,field
26,erica,h22,13,16,val,field
26,erica,h23,15,16,val,field
26,erica,h24,10,5,16,val,field
26,erica,h25,13,16,val,field
26,erica,h26,2,16,val,field
26,erica,h27,3,16,val,field
26,erica,h28,10,5,16,val,field
26,erica,h29,6,16,val,field
26,erica,h30,5,16,val,field
26,erica,h31,3,16,val,field
26,erica,h32,14,5,16,val,field
26,erica,h33,8,16,val,field
26,erica,h34,15,16,val,field
26,erica,h35,13,5,16,val,field
26,erica,h36,9,16,val,field
26,erica,h37,3,16,val,field
26,erica,h38,18,16,val,field
26,erica,h39,13,5,16,val,field
26,erica,h40,14,16,val,field
27,caluna,h1,6,16,val,field
27,caluna,h2,6,16,val,field
27,caluna,h3,,16,val,field
27,caluna,h4,,16,val,field
27,caluna,h5,,16,val,field
27,caluna,h6,,16,val,field
27,caluna,h7,,16,val,field
27,caluna,h8,,16,val,field
27,caluna,h9,,16,val,field
27,caluna,h10,,16,val,field
27,caluna,h11,,16,val,field
27,caluna,h12,,16,val,field
27,caluna,h13,,16,val,field
27,caluna,h14,,16,val,field
27,caluna,h15,,16,val,field
27,caluna,h16,,16,val,field
27,caluna,h17,,16,val,field
27,caluna,h18,,16,val,field
27,caluna,h19,,16,val,field
27,caluna,h20,,16,val,field
27,caluna,h21,,16,val,field
27,caluna,h22,,16,val,field
27,caluna,h23,,16,val,field
27,caluna,h24,,16,val,field
27,caluna,h25,,16,val,field
27,caluna,h26,,16,val,field
27,caluna,h27,,16,val,field
27,caluna,h28,,16,val,field
27,caluna,h29,,16,val,field
27,caluna,h30,,16,val,field
27,caluna,h31,,16,val,field
27,caluna,h32,,16,val,field
27,caluna,h33,,16,val,field
27,caluna,h34,,16,val,field
27,caluna,h35,,16,val,field
27,caluna,h36,,16,val,field
27,caluna,h37,,16,val,field
27,caluna,h38,,16,val,field
27,caluna,h39,,16,val,field
27,caluna,h40,,16,val,field
